
--- Midpoint Process for ∫₀→π/2 x cos(x) dx, N=610 ---
Step	X_mid		f(X_mid)	Partial Integral
1	0.00128754	0.00128754	0.00000332
2	0.00386261	0.00386259	0.00001326
3	0.00643769	0.00643756	0.00002984
4	0.00901277	0.00901240	0.00005305
5	0.01158784	0.01158706	0.00008288
6	0.01416292	0.01416150	0.00011935
7	0.01673799	0.01673565	0.00016245
8	0.01931307	0.01930947	0.00021217
9	0.02188815	0.02188290	0.00026852
10	0.02446322	0.02445590	0.00033150
11	0.02703830	0.02702841	0.00040110
12	0.02961337	0.02960039	0.00047732
13	0.03218845	0.03217178	0.00056016
14	0.03476353	0.03474252	0.00064963
15	0.03733860	0.03731258	0.00074571
16	0.03991368	0.03988189	0.00084841
17	0.04248875	0.04245041	0.00095772
18	0.04506383	0.04501808	0.00107365
19	0.04763890	0.04758486	0.00119618
20	0.05021398	0.05015069	0.00132533
21	0.05278906	0.05271552	0.00146107
22	0.05536413	0.05527930	0.00160342
23	0.05793921	0.05784199	0.00175237
24	0.06051428	0.06040352	0.00190791
25	0.06308936	0.06296385	0.00207005
26	0.06566444	0.06552292	0.00223877
27	0.06823951	0.06808069	0.00241409
28	0.07081459	0.07063711	0.00259598
29	0.07338966	0.07319211	0.00278446
30	0.07596474	0.07574566	0.00297951
31	0.07853982	0.07829770	0.00318113
32	0.08111489	0.08084819	0.00338932
33	0.08368997	0.08339706	0.00360408
34	0.08626504	0.08594427	0.00382539
35	0.08884012	0.08848976	0.00405326
36	0.09141520	0.09103350	0.00428767
37	0.09399027	0.09357541	0.00452864
38	0.09656535	0.09611547	0.00477614
39	0.09914042	0.09865361	0.00503018
40	0.10171550	0.10118978	0.00529076
41	0.10429058	0.10372393	0.00555785
42	0.10686565	0.10625602	0.00583147
43	0.10944073	0.10878598	0.00611160
44	0.11201580	0.11131378	0.00639824
45	0.11459088	0.11383935	0.00669139
46	0.11716596	0.11636266	0.00699103
47	0.11974103	0.11888364	0.00729717
48	0.12231611	0.12140225	0.00760979
49	0.12489118	0.12391843	0.00792888
50	0.12746626	0.12643215	0.00825446
51	0.13004134	0.12894334	0.00858650
52	0.13261641	0.13145195	0.00892499
53	0.13519149	0.13395794	0.00926995
54	0.13776656	0.13646125	0.00962134
55	0.14034164	0.13896184	0.00997918
56	0.14291671	0.14145965	0.01034345
57	0.14549179	0.14395463	0.01071415
58	0.14806687	0.14644674	0.01109126
59	0.15064194	0.14893591	0.01147478
60	0.15321702	0.15142211	0.01186470
61	0.15579209	0.15390529	0.01226102
62	0.15836717	0.15638538	0.01266372
63	0.16094225	0.15886235	0.01307281
64	0.16351732	0.16133613	0.01348826
65	0.16609240	0.16380669	0.01391007
66	0.16866747	0.16627397	0.01433824
67	0.17124255	0.16873792	0.01477275
68	0.17381763	0.17119849	0.01521360
69	0.17639270	0.17365563	0.01566078
70	0.17896778	0.17610930	0.01611427
71	0.18154285	0.17855943	0.01657408
72	0.18411793	0.18100599	0.01704018
73	0.18669301	0.18344892	0.01751258
74	0.18926808	0.18588817	0.01799125
75	0.19184316	0.18832369	0.01847620
76	0.19441823	0.19075544	0.01896741
77	0.19699331	0.19318336	0.01946487
78	0.19956839	0.19560740	0.01996858
79	0.20214346	0.19802751	0.02047851
80	0.20471854	0.20044365	0.02099467
81	0.20729361	0.20285577	0.02151704
82	0.20986869	0.20526381	0.02204561
83	0.21244377	0.20766773	0.02258037
84	0.21501884	0.21006747	0.02312131
85	0.21759392	0.21246299	0.02366842
86	0.22016899	0.21485424	0.02422168
87	0.22274407	0.21724116	0.02478110
